iter	Logloss
188	0.1134523046
189	0.1133117009
190	0.1132088712
191	0.1130880544
192	0.1129201339
193	0.112810798
194	0.1126381134
195	0.1125085292
196	0.1123904155
197	0.1122705622
198	0.1121919535
199	0.1119827309
200	0.1117904097
201	0.1116037581
202	0.1114973883
203	0.1113297678
204	0.1111654954
205	0.1110746791
206	0.1109815951
207	0.1108673485
208	0.1107662779
209	0.1106330204
210	0.1104094941
211	0.1102855018
212	0.1102019473
213	0.1100627239
214	0.1099540145
215	0.1096445232
216	0.1095402775
217	0.1094478852
218	0.1093813147
219	0.1091191938
220	0.1089720736
221	0.1087877422
222	0.1086509245
223	0.1085694346
224	0.1084457174
225	0.1082983841
226	0.1080903644
227	0.1079391419
228	0.1077426477
229	0.1075961839
230	0.1073721557
231	0.1072825097
232	0.1071732443
233	0.1071046359
234	0.106967488
235	0.1068415713
236	0.1066834389
237	0.1065494975
238	0.1064855527
239	0.1063735607
240	0.1062984162
241	0.1061542073
242	0.1060412348
243	0.1059038276
244	0.105817711
245	0.1056256783
246	0.105480507
247	0.1053667627
248	0.1052808809
249	0.10514622
250	0.1050502427
251	0.1049292055
252	0.1048012565
253	0.104712645
254	0.1045318196
255	0.1044483536
256	0.1043725372
257	0.1042756475
258	0.104219392
259	0.1041363346
260	0.1040207769
261	0.1038947551
262	0.1037725235
263	0.1037111195
264	0.1035545788
265	0.1034096555
266	0.1032910046
267	0.1031173455
268	0.102927734
269	0.1028251115
270	0.1027361604
271	0.1026066349
272	0.1025251345
273	0.1023692093
274	0.1022205599
275	0.1021371791
276	0.1020778209
277	0.1019623542
278	0.1018838787
279	0.1018254844
280	0.1017335739
281	0.1016082723
282	0.1015337427
283	0.1013967078
284	0.1013236871
285	0.1012576223
286	0.1011143544
287	0.1009570812
288	0.1008531511
289	0.1007553268
290	0.1005814646
291	0.1004979221
292	0.1004149052
293	0.1002936761
294	0.1002172856
295	0.1001380944
296	0.1000236249
297	0.09992721141
298	0.09986622397
299	0.09975101678
300	0.09960940482
301	0.09952839896
302	0.09943680455
303	0.09936546003
304	0.09925659557
305	0.09918193807
306	0.09907572517
307	0.09896428191
308	0.09888780489
309	0.09876264163
310	0.0986031669
311	0.09852439182
312	0.09845007626
313	0.0983471713
314	0.0982286148
315	0.09809692097
316	0.09803761882
317	0.09790612219
318	0.09779170633
319	0.09770272193
320	0.09760216896
321	0.09749936286
322	0.09739175037
323	0.09732731058
324	0.09717131022
325	0.09709472885
326	0.09698322023
327	0.09689287317
328	0.09681364227
329	0.0967256863
330	0.09662863272
331	0.09652571052
332	0.09641046264
333	0.09636969225
334	0.0962708944
335	0.09620624365
336	0.09612465594
337	0.09603086887
338	0.09594133301
339	0.09584487705
340	0.09575303123
341	0.09568705222
342	0.09564374091
343	0.09554080295
344	0.09546507309
345	0.09538307148
346	0.09528701301
347	0.0952216084
348	0.09516103671
349	0.09510666854
350	0.0949910628
351	0.09485634819
352	0.0947459181
353	0.09464603187
354	0.09454487174
355	0.09447001326
356	0.09438627969
357	0.09430758084
358	0.09426331533
359	0.09420704835
360	0.09414876866
361	0.09404255748
362	0.09397768326
363	0.09388879355
364	0.09380497533
365	0.09366968405
366	0.09360232114
367	0.09352010941
368	0.09342821376
369	0.09332174691
370	0.09326722712
371	0.09316096896
372	0.09308058615
373	0.09299973187
374	0.0928989286
375	0.09280204992
376	0.09273640433
377	0.09263075168
378	0.09256743481
379	0.09247777751
380	0.09237568097
381	0.09229360482
382	0.092253956
383	0.09219459987
384	0.09210617038
385	0.09203292123
386	0.09193691329
387	0.09183985829
388	0.0917779099
389	0.09174316485
390	0.09163577426
391	0.09158820492
392	0.09150952016
393	0.09143826653
394	0.09135767514
395	0.09126716352
396	0.09116947486
397	0.09112617853
398	0.09103443498
399	0.09095302121
400	0.09091612161
401	0.09084165046
402	0.0907695973
403	0.09069953424
404	0.09064657565
405	0.09060644033
406	0.09049888479
407	0.09041055079
408	0.09034001048
409	0.09030515625
410	0.09023316643
411	0.09016502987
412	0.0900676883
413	0.09000503343
414	0.08995215609
415	0.08986843588
416	0.08977926509
417	0.08969927912
418	0.08964333044
419	0.08958197449
420	0.0895109486
421	0.08942804489
422	0.08934809606
423	0.08925790823
424	0.08921795195
425	0.08914061118
426	0.08910771456
427	0.08902618513
428	0.08898158164
429	0.08892004314
430	0.08877912448
431	0.08873318982
432	0.08866040464
433	0.08861974758
434	0.0885179677
435	0.08848251183
436	0.08840742003
437	0.08833405187
438	0.08826972793
439	0.08821245506
440	0.0881548362
441	0.08807425644
442	0.08800927297
443	0.08795682715
444	0.0878917039
445	0.08781005362
446	0.08775063995
447	0.08769428998
448	0.08762314595
449	0.08753012977
450	0.08745765415
451	0.08740301485
452	0.08736360501
453	0.08729096126
454	0.08722817712
455	0.08716841322
456	0.08711611794
457	0.08705971453
458	0.08700826046
459	0.08691024848
460	0.08681152809
461	0.08674760884
462	0.08672583925
463	0.08666497151
464	0.08662654235
465	0.08654616766
466	0.08646556496
467	0.08640550829
468	0.08633741948
469	0.08628864839
470	0.08622676949
471	0.08613597117
472	0.08606920016
473	0.08601456387
474	0.08598531968
475	0.08587314344
476	0.08582175154
477	0.08577107931
478	0.08574294237
479	0.08568247561
480	0.08556306439
481	0.08550519198
482	0.08548624906
483	0.08541393284
484	0.08533681466
485	0.08528020147
486	0.08522151205
487	0.08512973649
488	0.08508537742
489	0.0850142428
490	0.08495886591
491	0.08489696889
492	0.0848591426
493	0.08481305676
494	0.08476180941
495	0.08470606874
496	0.08462381898
497	0.08456635238
498	0.08447912064
499	0.0843923692
500	0.08433390806
501	0.08427756558
502	0.08422143411
503	0.0841559417
504	0.0841033631
505	0.08405462726
506	0.08396876444
507	0.08392073776
508	0.08383691885
509	0.08378632441
510	0.08372749689
511	0.0836837081
512	0.08361847541
513	0.08355475265
514	0.0834998347
515	0.08339292576
516	0.08333128321
517	0.08327932837
518	0.08319850133
519	0.08312341216
520	0.08304357221
521	0.08296624701
522	0.08289724264
523	0.08284502985
524	0.08278354356
525	0.08270806143
526	0.0826059373
527	0.08250683279
528	0.08245449717
529	0.08239471438
530	0.08236489293
531	0.08230757812
532	0.08224052713
533	0.08218972538
534	0.08212111985
535	0.08202735094
536	0.08194950872
537	0.0818567219
538	0.08177382374
539	0.08170716989
540	0.08163926634
541	0.08161142016
542	0.08153661523
543	0.08147428715
544	0.08144890259
545	0.08136509774
546	0.08133108269
547	0.08128665273
548	0.08122940816
549	0.08118878165
550	0.08112405529
551	0.08104903363
552	0.08101876871
553	0.08095400717
554	0.08089724833
555	0.08084624797
556	0.08078660217
557	0.08073805519
558	0.08067838096
559	0.08060098249
560	0.08054791625
561	0.08050802131
562	0.08042773472
563	0.08038052502
564	0.08029741912
565	0.08023263182
566	0.08017234296
567	0.08012492949
568	0.08006857306
569	0.07999440156
570	0.07992951386
571	0.07983215515
572	0.07974285548
573	0.07964335904
574	0.07959862069
575	0.07949987675
576	0.07945619823
577	0.07938786656
578	0.07933214403
579	0.07928065245
580	0.07925869094
581	0.07916285299
582	0.0791027398
583	0.0790567064
584	0.07897996284
585	0.07894316235
586	0.07885739349
587	0.07879662286
588	0.07874370941
589	0.07866042413
590	0.07860038746
591	0.07857594625
592	0.07852889421
593	0.07846697601
594	0.07841087238
595	0.07836862167
596	0.07830161326
597	0.07824700975
598	0.07817274685
599	0.0781237897
600	0.0780843503
601	0.07803322698
602	0.07796822902
603	0.07794235984
604	0.07789431793
605	0.07782746471
606	0.07780629013
607	0.07775629567
608	0.07769285337
609	0.07761128755
610	0.07755824953
611	0.0775013235
612	0.07746302016
613	0.07736467279
614	0.07732690736
615	0.07729042646
616	0.07722620167
617	0.07716882834
618	0.07710426332
619	0.07704679758
620	0.0769812536
621	0.07695564162
622	0.07691593607
623	0.07684697177
624	0.07676339416
625	0.07669529514
626	0.07664592053
627	0.07660061501
628	0.07655396892
629	0.076463395
630	0.07642062147
631	0.0763418448
632	0.07629465627
633	0.07624710546
634	0.07619277675
635	0.0761529609
636	0.07608050715
637	0.07602074957
638	0.0759365283
639	0.07587431818
640	0.07579537897
641	0.07574158505
642	0.07567734161
643	0.07562769997
644	0.07560576585
645	0.07556812904
646	0.07553396563
647	0.07546397776
648	0.07539474407
649	0.0753507896
650	0.07530535616
651	0.07525434433
652	0.07517561453
653	0.07512780686
654	0.07510216594
655	0.07503318504
656	0.0749659277
657	0.07492316781
658	0.07487224989
659	0.07480459174
660	0.07475770297
661	0.07468458563
662	0.07461233426
663	0.07457414857
664	0.07453170867
665	0.07446574263
666	0.07442919117
667	0.07439025866
668	0.07434628242
669	0.07428425094
670	0.07426021289
671	0.07421880901
672	0.07420724652
673	0.07411340811
674	0.07405118129
675	0.07399654171
676	0.07396609791
677	0.07392411628
678	0.07387001585
679	0.07383667844
680	0.07379113786
681	0.07375712475
682	0.07370268073
683	0.07363780161
684	0.07362724781
685	0.07354088609
686	0.07345348219
687	0.07340187033
688	0.07336203829
689	0.07332424473
690	0.07327300802
691	0.07321927173
692	0.07316959343
693	0.07314562082
694	0.07308301795
695	0.07304266941
696	0.07301455324
697	0.07297714164
698	0.07292651805
699	0.07289094004
700	0.07282858649
701	0.07278897543
702	0.07274039179
703	0.07270076618
704	0.07263812643
705	0.07259668885
706	0.07255813013
707	0.07250979274
708	0.07245322698
709	0.07242260107
710	0.07238825036
711	0.07233838686
712	0.0723110298
713	0.07226230601
714	0.07222559398
715	0.07219660471
716	0.07215628222
717	0.07211589447
718	0.07206948272
719	0.07202279073
720	0.07198013246
721	0.07194324502
722	0.07189971438
723	0.07186797107
724	0.0718079632
725	0.07174071902
726	0.0716695944
727	0.0716249003
728	0.07157016423
729	0.07150735383
730	0.07145352678
731	0.07139999635
732	0.07135922979
733	0.07131932803
734	0.07128258418
735	0.07125125981
736	0.07121808513
737	0.0711776449
738	0.07113257442
739	0.07108250194
740	0.07104254629
741	0.070947657
742	0.07089253033
743	0.07082364245
744	0.07073203841
745	0.07065270647
746	0.07057516549
747	0.07051698884
748	0.07047841655
749	0.07043495471
750	0.07041308517
751	0.07035484471
752	0.07028652104
753	0.07024548204
754	0.07020390966
755	0.07019007648
756	0.0701428076
757	0.07010038955
758	0.07006499806
759	0.07003508317
760	0.06999223386
761	0.06995983452
762	0.06992657276
763	0.06989450226
764	0.06985720195
765	0.06982067398
766	0.06979377053
767	0.06973466072
768	0.06970219913
769	0.06967050222
770	0.0696245724
771	0.06957119945
772	0.06953619732
773	0.06950012345
774	0.06944534788
775	0.06937872514
776	0.06933581312
777	0.06929263635
778	0.06925867787
779	0.06919894029
780	0.06916581516
781	0.0691314239
782	0.0690808308
783	0.06905464957
784	0.06898950497
785	0.06895454238
786	0.06891480186
787	0.06890497645
788	0.06887814905
789	0.06885521108
790	0.06881349476
791	0.0687827155
792	0.06875834636
793	0.06870211976
794	0.06867342451
795	0.06865130008
796	0.06862964118
797	0.06855581557
798	0.06850731261
799	0.06846403249
800	0.06840722253
801	0.06839786545
802	0.06835778472
803	0.06832940244
804	0.06820148188
805	0.06817390034
806	0.06811789851
807	0.06804797148
808	0.06801771127
809	0.06795513218
810	0.06794622159
811	0.0679156196
812	0.06789516854
813	0.06785109778
814	0.06781892057
815	0.06778711085
816	0.06770125628
817	0.06768142882
818	0.06762168037
819	0.06756342279
820	0.06748743525
821	0.06745328353
822	0.06742991719
823	0.06736780373
824	0.06731930692
825	0.06723380017
826	0.0672020322
827	0.06715540144
828	0.06712548258
829	0.06706148258
830	0.06703792934
831	0.06697800175
832	0.06694126829
833	0.06689869498
834	0.06686041744
835	0.06683213702
836	0.06680194726
837	0.0667345341
838	0.06667869956
839	0.06665244346
840	0.06661926358
841	0.06656491521
842	0.0665564512
843	0.06652904013
844	0.06648605032
845	0.06647040011
846	0.06642904257
847	0.06640291566
848	0.0663795303
849	0.06633345895
850	0.06631207505
851	0.06627716527
852	0.06621970776
853	0.06618921945
854	0.0661650136
855	0.06611766596
856	0.06607256796
857	0.06602378657
858	0.06599352854
859	0.0659586295
860	0.06593053354
861	0.06590331953
862	0.06587390829
863	0.06584632425
864	0.06579226614
865	0.06577100083
866	0.06572660399
867	0.06570207407
868	0.06564423567
869	0.06557599489
870	0.06553819867
871	0.06551506759
872	0.06547209119
873	0.06540951308
874	0.06537959109
875	0.06536175191
876	0.06530457867
877	0.0652668897
878	0.06520555915
879	0.06517094878
880	0.06514467402
881	0.06508281153
882	0.06506048158
883	0.06502793629
884	0.06499232723
885	0.06493578278
886	0.06488620103
887	0.06484497773
888	0.0648313338
889	0.06479182008
890	0.06478477254
891	0.06476068378
892	0.06472215267
893	0.06466650711
894	0.06461485411
895	0.06458847286
896	0.06452687055
897	0.06448857375
898	0.06442945066
899	0.06432088774
900	0.06430547571
901	0.06427051904
902	0.06421786678
903	0.06418608637
904	0.06416675415
905	0.06412622679
906	0.06409380899
907	0.06405598077
908	0.06402010444
909	0.0639614122
910	0.06394409886
911	0.06391042656
912	0.06388556173
913	0.0638416484
914	0.06377289203
915	0.06372244335
916	0.06368082254
917	0.06364062551
918	0.06358571297
919	0.0635618438
920	0.06352396574
921	0.06347661049
922	0.063445487
923	0.06339690698
924	0.06333620479
925	0.06330326626
926	0.06326537185
927	0.06319298807
928	0.0631743418
929	0.06314196326
930	0.06310243063
931	0.06307205431
932	0.06304038887
933	0.06299284232
934	0.06297190139
935	0.06295193787
936	0.06291879438
937	0.0628938992
938	0.0628672303
939	0.06280768088
940	0.06277439643
941	0.06275123166
942	0.06272059979
943	0.06268508233
944	0.06262616393
945	0.06260572931
946	0.06256387329
947	0.0625336521
948	0.06251244552
949	0.06248959557
950	0.06247184031
951	0.06244248959
952	0.06240714898
953	0.06236546694
954	0.06232754391
955	0.06230739994
956	0.06227140233
957	0.06222685095
958	0.06219965103
959	0.06217200981
960	0.06210536535
961	0.06207885229
962	0.0620483786
963	0.06201992058
964	0.06199474795
965	0.0619582866
966	0.06191956183
967	0.06189435947
968	0.06187149706
969	0.06183788589
970	0.06180552095
971	0.06175194952
972	0.06169276272
973	0.06164334717
974	0.06159284888
975	0.06156325163
976	0.06152028794
977	0.061491014
978	0.06146028072
979	0.06142725515
980	0.06140078843
981	0.06137260374
982	0.06132358451
983	0.06126023732
984	0.0612323392
985	0.06119927982
986	0.06113128087
987	0.06106506433
988	0.06103065596
989	0.06100476916
990	0.06096949115
991	0.06094909265
992	0.0609202365
993	0.06090689725
994	0.0608547732
995	0.06082597853
996	0.06080650406
997	0.06077445541
998	0.06074468359
999	0.06070009739
